TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
RILYL;24,01;;;;;74,83;16,00;3,13;;16,62;16,62;10,12;;;;1,27;11,90;0,77;3,95;0,06;0,94;0,25;27,39;;;;;;0,00
RILYM;23,49;;;;;74,83;16,00;3,13;;16,62;16,62;10,12;;;;1,27;11,90;0,77;3,95;0,06;0,94;0,25;27,39;;;;;;0,00
RILYN;21,42;;;;;74,83;16,00;3,13;;16,62;16,62;10,12;;;;1,27;11,90;0,77;3,95;0,06;0,94;0,25;27,39;;;;;;0,00
RILYO;24,60;;;;;74,83;16,00;3,13;;16,62;16,62;10,12;;;;1,27;11,90;0,77;3,95;0,06;0,94;0,25;27,39;;;;;;0,00
RILYP;21,49;;;;;74,83;16,00;3,13;;16,62;16,62;10,12;;;;1,27;11,90;0,77;3,95;0,06;0,94;0,25;27,39;;;;;;0,00
RILYZ;17,95;;;;;74,83;16,00;3,13;;16,62;16,62;10,12;;;;1,27;11,90;0,77;3,95;0,06;0,94;0,25;27,39;;;;;;0,00
RIO;61,46;;;;;;;;;;;-0,05;;;;1,93;0,00;0,00;;0,55;0,45;0,00;6,77;8,34;;34,88;0,00;;99.851.235.520,00
RIOT;10,51;;-7,19;1,60;1,46;11,55;-111,80;-107,62;-26,14;-5,91;1,01;-0,23;7,74;4,86;-2,27;6,49;-22,24;-20,31;-23,97;0,91;0,09;0,19;294,86;;;6,70;-1,49;;1.984.625.118,00
RIV;11,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIVE;15,47;;11,55;1,35;0,12;0,00;31,09;21,88;6,90;-9,71;-17,84;-2,95;2,53;;-0,12;;11,66;1,01;13,92;0,09;0,91;0,05;;;;11,49;1,34;;144.830.140,00
RIVN;20,38;;-3,23;1,65;1,12;-96,08;-195,91;-200,97;-3,83;-2,03;1,28;-0,64;6,49;1,83;-4,43;5,66;-51,14;-34,78;-40,48;0,68;0,32;0,17;;;;12,35;-6,32;;19.360.945.288,00
RJF;103,23;1,54;12,45;2,17;0,28;100,00;29,76;15,25;6,18;3,86;-2,52;-0,86;1,90;;-0,28;;17,47;2,24;20,13;0,13;0,87;0,15;11,55;18,86;;47,64;8,32;;21.635.979.400,00
RKDA;3,59;;-0,20;0,24;0,13;13,05;-246,86;-245,64;-0,21;0,93;1,13;-1,37;0,48;0,17;-1,24;6,64;-120,37;-66,60;-121,06;0,55;0,45;0,27;19,85;;;15,18;-18,27;;3.979.156,00
RKLB;5,89;;-17,73;4,74;2,95;13,48;-69,62;-70,47;-21,93;-16,57;1,37;-0,36;12,49;11,39;-6,87;1,83;-26,73;-16,64;-22,35;0,62;0,38;0,24;;;;1,26;-0,34;;2.895.126.334,00
RKT;10,45;;-62,03;2,29;0,06;100,00;-11,52;-0,68;4,24;-12,22;-8,55;5,33;0,42;;-0,06;;-3,69;-0,10;-8,08;0,03;0,97;0,15;;;;4,60;-0,17;;1.351.755.054,00
RL;112,81;2,63;12,77;3,01;1,06;65,40;11,94;8,74;;9,05;-0,30;-0,10;1,12;3,95;-2,18;2,08;23,58;8,27;15,99;0,35;0,65;0,95;-1,34;;;37,81;8,92;;7.431.551.112,00
RLAY;10,40;;-3,70;1,57;1,32;100,00;-36.562,53;-36.562,53;-3,70;-1,16;2,53;-1,08;1.350,99;1,57;-16,39;12,36;-42,51;-35,80;-42,51;0,84;0,16;0,00;;;;6,63;-2,82;;1.272.633.154,00
RLGY;12,08;;4,29;0,66;0,21;18,88;9,00;4,13;1,51;5,55;3,58;1,21;0,18;-18,30;-0,24;0,91;15,46;4,86;11,81;0,31;0,69;1,18;6,56;10,00;;18,23;2,82;;1.427.351.056,00
RLH;3,49;;-3,82;0,69;0,58;64,87;-32,22;-34,60;-8,38;-2,79;1,31;-0,22;1,32;2,75;-0,85;2,89;-18,16;-15,06;-16,96;0,83;0,17;0,44;-4,70;;;5,03;-0,91;;88.999.379,95
RLI;127,91;0,82;8,18;4,32;1,15;51,28;45,53;36,31;6,52;6,58;0,06;0,04;2,97;;-1,15;;52,83;14,10;42,73;0,27;0,73;0,39;16,32;40,91;;29,65;15,66;;5.842.241.106,00
RLMD;3,47;;-0,79;0,92;0,84;;;;;0,13;0,92;-1,06;;0,92;-3.009,92;11,40;-115,85;-105,69;-115,85;0,91;0,09;0,00;;;;3,70;-4,29;;102.337.280,00
RLX;1,43;;5,54;1,04;0,87;40,61;33,11;34,78;;1,53;-4,30;-0,77;1,93;1,71;-2,63;4,16;18,84;15,71;13,78;0,83;0,17;0,45;;;;1,39;0,26;;2.277.646.370,00
RM;28,45;4,20;8,48;0,89;0,17;0,00;17,83;6,35;3,09;2,94;-0,08;-0,02;0,54;;-0,17;;10,46;1,95;26,59;0,19;0,81;0,31;13,23;11,32;;32,19;3,37;;280.950.432,00
RMAX;16,47;5,59;1.764,44;0,62;0,46;100,00;10,88;0,05;4,23;17,13;9,03;0,70;0,88;;-0,46;;0,04;0,03;3,29;0,73;0,27;0,52;12,78;-9,56;;26,35;0,01;;298.190.795,00
RMBI;11,26;5,51;10,01;0,94;0,09;0,00;32,18;21,43;6,25;-0,69;-7,36;-1,04;2,15;;-0,09;;9,44;0,94;5,19;0,10;0,90;0,04;11,03;36,71;;11,92;1,13;;128.624.106,00
RMBL;5,87;;-0,34;0,52;0,10;26,10;-18,08;-17,12;-0,36;-2,17;-1,84;2,92;0,06;0,86;-0,17;1,33;-149,75;-27,71;-46,73;0,19;0,81;1,62;200,61;;;11,48;-17,20;;98.994.240,00
RMBS;53,82;;31,22;6,24;5,24;75,30;8,25;40,38;65,70;144,12;-8,61;-0,35;12,61;13,57;-9,99;5,29;19,99;16,77;-12,00;0,84;0,16;0,42;2,96;;;8,66;1,73;;5.901.831.520,00
RMCF;5,10;;-5,02;2,33;1,54;29,44;-21,48;-22,00;-5,77;-4,32;0,83;-0,37;1,11;5,61;-3,12;2,19;-46,47;-30,72;-50,07;0,66;0,34;1,40;-4,38;;;2,18;-1,02;;32.094.810,00
RMD;161,16;1,12;26,42;5,74;3,51;55,78;26,09;21,25;18,25;22,62;1,10;0,29;5,61;14,73;-5,41;3,12;21,73;13,29;16,11;0,61;0,39;0,63;12,53;23,25;;28,08;6,10;;23.709.380.394,00
RMED;0,55;;-0,03;0,08;0,06;15,56;-97.518,89;-97.522,22;-0,03;0,01;0,05;-0,11;32,80;0,36;-0,08;2,86;-244,74;-180,94;-199,62;0,74;0,26;0,00;-70,11;;;6,68;-16,35;;2.952.235,00
RMG;0,00;;;;;;;;;-0,82;-0,82;-0,05;;;;1,28;7,50;0,16;5,79;0,02;0,04;0,00;;;;;;;0,00
RMGBU;9,23;;;;;;;;;5,68;5,68;5,00;;;;9,95;88,00;1,27;13,89;0,01;0,11;0,00;;;;;;;0,00
RMI;15,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RMM;15,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RMNI;2,35;;49,91;-3,40;0,57;62,95;4,64;1,00;7,52;7,30;-3,47;;0,50;-3,29;-1,99;0,80;-6,82;1,14;85,92;-0,17;1,17;1,14;13,78;;;-0,70;0,05;;211.136.190,00
RMO;0,62;;-0,67;0,55;0,42;-137,61;-532,38;-538,11;-0,69;-0,50;0,17;-0,14;3,59;1,70;-0,66;3,02;-81,97;-62,81;-77,66;0,77;0,23;0,12;;;;1,13;-0,93;;115.263.332,00
RMR;25,26;6,34;6,82;1,76;0,70;100,00;16,44;6,26;2,44;0,77;-1,83;-1,24;0,43;1,48;-2,12;3,35;25,77;10,22;57,88;0,40;0,60;1,63;25,10;-4,27;;14,36;3,70;;419.125.806,00
RMRM;10,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RMT;8,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RMTI;2,33;;-5,00;5,29;1,64;9,77;-15,04;-17,38;-7,36;-5,34;0,44;-0,40;0,87;4,54;-6,16;1,97;-105,78;-32,78;-47,26;0,31;0,69;1,89;4,91;;;0,44;-0,47;;66.381.001,00
RNA;8,16;;-3,10;1,07;0,98;100,00;-1.974,38;-1.974,38;-3,03;-0,12;2,98;-1,03;61,17;1,09;-36,89;13,14;-34,60;-31,68;-34,60;0,92;0,08;0,02;;;;7,55;-2,61;;599.438.258,00
RNDB;26,99;;35,78;1,57;0,18;0,00;11,61;9,46;13,38;22,75;-6,41;-0,35;3,38;;-0,18;;4,40;0,51;3,69;0,12;0,88;0,05;13,89;83,38;;17,16;0,75;;140.420.873,00
RNET;9,60;;-4,30;170,34;1,08;37,32;-16,19;-22,03;-31,96;-8,21;-2,36;68,60;0,95;13,30;-2,04;1,21;-3.959,20;-25,06;-42,77;0,01;0,99;1,14;-5,18;;;0,06;-2,23;;197.086.358,40
RNG;29,43;;-4,36;-5,96;1,44;69,00;-29,51;-30,59;-11,39;-6,70;-2,18;;1,34;13,32;-2,43;1,36;-136,61;-32,88;-57,35;-0,24;1,14;1,07;31,61;;;-4,98;-6,81;;2.813.079.466,00
RNGR;12,36;0,40;9,05;1,11;0,83;18,24;7,07;5,14;3,52;6,70;0,13;0,02;0,46;4,47;-1,28;2,12;12,23;9,18;13,63;0,75;0,25;1,79;31,63;;;11,17;1,37;;303.088.212,00
RNLX;3,04;;-3,15;4,66;2,85;29,43;-1.790,67;-1.524,44;-2,71;-2,05;0,63;-1,10;48,00;4,32;-26,84;3,80;-147,93;-90,43;-138,90;0,61;0,39;0,06;;;;0,65;-0,97;;142.547.728,00
RNP;18,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNR;179,51;0,84;23,71;1,24;0,22;15,82;11,04;5,24;13,02;9,23;-2,03;-0,22;1,24;;-0,22;;5,22;0,93;5,90;0,18;0,68;0,18;19,19;;;144,64;7,56;;9.169.165.725,00
RNST;28,16;3,11;9,47;0,72;0,09;0,00;31,57;20,47;5,37;-5,14;-11,27;-1,32;1,94;;-0,09;;7,59;0,97;8,68;0,13;0,87;0,05;6,39;12,49;;39,34;2,98;;1.586.428.794,00
RNWK;0,73;;-1,78;1,23;0,74;76,88;-36,30;-38,91;-1,98;-1,41;0,50;-0,32;0,69;5,61;-1,39;1,39;-68,81;-41,58;-65,99;0,60;0,40;1,07;-6,51;;;0,60;-0,41;;34.821.657,00
ROAD;34,11;;57,52;3,73;1,52;11,50;4,21;2,11;13,21;34,59;5,84;0,76;1,21;8,95;-2,42;1,83;6,49;2,64;5,80;0,41;0,59;1,25;18,03;-3,87;;9,12;0,59;;1.794.820.272,00
ROCCU;9,93;;;;;;;;;1,57;1,57;-0,11;;;;7,44;-7,00;-0,30;-7,00;0,04;0,00;0,00;;;;;;;0,00
ROCH;28,90;;-267,20;56,81;3,70;;;;;-261,59;0,19;-0,04;;-676,26;-3,71;0,42;-21,26;-1,38;-21,70;0,07;0,04;0,00;;;;0,51;-0,11;;284.029.200,00
ROCHU;40,14;;-371,12;78,90;5,13;;;;;-261,59;0,19;-0,04;;-939,28;-5,15;0,42;-21,26;-1,38;-21,70;0,07;0,04;0,00;;;;0,51;-0,11;;284.029.200,00
ROCHW;13,68;;-126,48;26,89;1,75;;;;;-261,59;0,19;-0,04;;-320,11;-1,76;0,42;-21,26;-1,38;-21,70;0,07;0,04;0,00;;;;0,51;-0,11;;284.029.200,00
ROCK;71,89;;24,69;2,60;1,78;24,74;9,39;6,56;14,23;17,19;-0,07;-0,01;1,62;13,00;-2,85;1,58;10,52;7,22;11,06;0,69;0,31;1,10;7,09;5,67;;27,95;2,94;;2.208.456.383,00
ROG;138,94;;27,00;2,16;1,66;32,62;13,83;10,21;14,31;19,85;-0,08;-0,01;2,76;5,61;-2,64;4,91;8,00;6,15;8,21;0,77;0,23;0,60;3,42;7,71;;64,76;5,18;;2.605.495.360,00
ROK;307,85;1,90;25,05;10,67;3,04;41,15;21,27;16,51;17,17;21,25;1,81;0,99;4,14;74,44;-4,86;1,12;42,58;12,12;21,77;0,28;0,72;0,73;4,22;2,46;;29,11;12,39;;35.658.318.045,00
ROKU;76,59;;-16,49;4,30;2,62;44,68;-20,23;-20,54;-37,08;-13,98;2,76;-0,71;3,39;6,24;-7,49;2,83;-26,08;-15,89;-25,93;0,61;0,39;0,77;43,56;;;17,90;-4,67;;10.893.270.444,00
ROL;39,57;1,31;49,60;14,57;7,52;51,66;19,04;13,74;30,67;36,12;0,33;0,14;6,81;-175,04;-9,16;0,81;29,37;15,17;23,85;0,52;0,48;1,10;10,00;15,53;;2,72;0,80;;19.555.129.344,00
ROLL;212,38;;119,17;2,63;1,26;37,89;13,70;6,93;;74,69;14,43;0,63;8,25;9,54;-1,58;2,88;2,21;1,06;2,13;0,48;0,52;0,15;0,38;7,00;;80,71;1,78;;6.144.323.304,00
ROOT;10,36;;-0,58;0,63;0,13;-7,48;-75,13;-88,73;-0,73;0,66;1,34;-1,22;0,52;;-0,13;;-107,59;-21,83;-35,47;0,20;0,70;0,25;;;;16,81;-18,08;;152.540.000,00
ROP;495,52;0,54;18,24;3,16;1,93;69,69;28,62;50,21;22,31;35,14;3,14;0,31;9,16;-335,56;-2,13;0,94;17,34;10,57;5,71;0,61;0,39;0,21;3,12;36,14;;156,93;27,21;;52.952.082.798,00
ROST;119,46;1,08;26,41;9,46;3,00;25,53;10,66;8,19;16,91;19,32;-0,97;-0,45;2,16;12,52;-6,20;1,86;35,84;11,34;22,61;0,32;0,68;1,38;5,75;2,10;;12,65;4,53;;40.793.532.050,00
RP;88,72;;191,89;5,50;2,55;56,73;8,87;4,00;32,21;89,98;3,50;0,22;7,67;60,50;-3,61;1,17;2,87;1,33;3,49;0,46;0,54;0,33;19,85;;;16,13;0,46;;8.886.965.733,20
RPAY;9,19;;-26,37;0,96;0,53;77,17;-10,00;-10,97;11,00;-40,23;-11,32;0,37;2,89;8,10;-0,59;3,20;-3,63;-2,02;-2,41;0,56;0,44;0,18;24,34;6,32;;9,66;-0,35;;840.140.532,00
RPD;48,51;;-22,39;-26,78;2,19;69,62;-16,27;-18,10;-41,44;-29,30;-4,39;;4,05;664,43;-3,58;1,01;-119,62;-9,80;-17,23;-0,08;1,08;0,54;27,80;;;-1,82;-2,18;;2.973.336.205,00
RPLA;9,48;;-0,30;0,07;0,00;;;;-0,30;0,45;0,75;-0,17;;-0,41;0,00;0,51;-22,60;-0,38;-22,60;0,02;0,04;0,00;;;;139,13;-31,44;;340.682,76
RPM;100,05;1,67;27,10;6,06;1,91;37,87;10,59;6,60;14,05;20,10;3,21;1,15;1,79;7,66;-3,61;2,14;22,36;7,06;12,41;0,32;0,68;1,07;6,40;7,22;;16,59;3,71;;12.973.547.295,00
RPRX;30,55;2,58;53,83;2,18;0,80;100,00;27,89;10,80;20,84;28,35;7,51;0,79;5,81;7,70;-0,97;2,52;4,06;1,49;4,91;0,37;0,63;0,14;;;;13,99;0,57;;13.723.686.162,00
RPTX;10,06;;-137,86;1,73;1,41;100,00;11,23;-1,85;29,49;7,72;-14,99;-1,14;2,55;1,78;-44,00;5,48;-1,26;-1,02;-1,26;0,81;0,19;0,55;;;;5,83;-0,07;;425.153.440,00
RQI;11,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RRBI;48,43;0,62;8,88;1,26;0,11;0,00;39,59;32,39;6,89;-13,60;-20,87;-3,61;2,88;;-0,11;;14,14;1,29;14,14;0,09;0,91;0,04;;;;38,56;5,45;;347.490.093,00
RRC;31,45;1,01;4,50;2,25;1,13;60,77;54,34;41,62;2,95;4,17;0,73;0,48;1,87;-84,44;-1,23;0,86;50,15;25,02;35,62;0,50;0,50;0,60;17,35;28,85;;14,04;7,04;;7.638.793.965,00
RRD;10,84;;177,24;-4,56;0,26;19,52;0,98;0,09;4,55;41,10;24,36;;0,16;1,67;-0,62;1,37;-2,57;0,15;0,30;-0,06;1,06;1,59;-6,19;;;-2,38;0,06;;815.300.248,00
RRGB;10,47;;-2,46;35,83;0,21;33,69;-3,15;-4,89;4,18;-7,16;-3,35;31,50;0,12;-1,86;-0,24;0,55;-1.458,22;-8,50;-21,29;0,01;0,99;1,74;-1,81;;;0,29;-4,29;;167.891.660,00
RRR;43,29;4,60;11,25;25,37;0,69;64,24;37,27;13,35;3,32;9,00;4,97;31,31;1,50;-23,14;-0,73;0,66;225,58;6,12;17,63;0,03;0,97;0,46;0,26;42,13;;1,71;3,86;;2.536.496.352,00
RS;277,98;1,39;10,81;2,15;1,57;30,68;13,00;9,63;7,16;8,17;0,16;0,04;1,04;4,17;-2,93;5,18;19,86;14,48;17,91;0,73;0,27;1,50;11,86;24,57;;130,05;25,82;;16.353.241.317,00
RSF;15,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RSG;145,24;1,36;29,26;4,52;1,55;39,24;16,99;10,91;11,61;23,65;4,86;1,17;3,19;-63,45;-1,67;0,76;15,43;5,28;9,16;0,34;0,66;0,48;6,12;3,08;;32,26;4,98;;46.079.208.420,00
RSSS;2,24;;-273,07;10,34;3,21;38,73;-0,65;-0,67;-330,41;-228,60;51,41;-1,90;1,82;11,19;-136,25;1,42;-3,79;-1,17;-3,80;0,31;0,69;1,76;5,05;;;0,22;-0,01;;66.081.792,00
RSVAU;24,68;;;;;;;;;0,01;0,01;-0,06;;;;0,01;-1.027,06;-22,28;-1.027,06;0,02;0,34;0,00;;;;;;;0,00
RTLR;15,22;;15,30;;0,29;63,73;46,16;9,46;2,39;6,93;3,80;;1,45;19,95;-0,31;1,43;;1,91;24,18;0,00;0,83;0,20;;;;0,00;0,99;;585.137.466,00
RTP;10,03;;21,41;173,02;1,25;;;;21,41;22,83;1,42;11,45;;1.203,18;-1,25;2,24;807,98;5,84;64,00;0,01;0,12;0,00;;;;0,06;0,47;;865.087.500,00
RTP.U;10,52;;22,46;181,47;1,31;;;;22,46;22,83;1,42;11,45;;1.261,96;-1,32;2,24;807,98;5,84;64,00;0,01;0,12;0,00;;;;0,06;0,47;;865.087.500,00
RTP.WS;1,81;;3,86;31,22;0,23;;;;3,86;22,83;1,42;11,45;;217,12;-0,23;2,24;807,98;5,84;64,00;0,01;0,12;0,00;;;;0,06;0,47;;865.087.500,00
RTPZ.U;10,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTX;85,84;2,66;22,47;1,72;0,77;20,43;11,22;7,88;10,34;19,57;3,78;0,41;1,77;30,08;-1,08;1,10;7,67;3,43;6,47;0,45;0,55;0,44;2,31;2,69;;49,80;3,82;;124.985.064.463,00
RUBY;0,01;;-0,01;0,06;0,04;;;;-0,01;0,08;0,08;-0,98;;0,07;-0,31;2,54;-1.187,40;-778,79;-1.161,87;0,66;0,34;0,00;;;;0,17;-1,99;;904.830,00
RUHN;3,40;;-19,04;1,78;1,39;37,77;-10,03;-8,41;-21,30;-9,98;5,97;-0,67;1,60;2,52;-5,21;4,06;-9,33;-7,31;-12,32;0,78;0,22;0,87;;;;1,91;-0,18;;281.027.081,60
RUN;13,88;;34,37;0,46;0,15;10,28;-26,77;3,66;-18,99;-18,66;-13,96;1,37;1,26;4,61;-0,17;1,47;1,34;0,43;-4,15;0,32;0,65;0,12;34,24;6,68;;30,38;0,41;;3.047.083.102,00
RUSHA;63,62;0,99;9,11;1,84;0,83;20,62;7,01;4,93;4,59;8,85;2,45;0,70;0,45;7,36;-1,69;1,29;20,20;9,15;12,35;0,45;0,55;1,86;8,54;17,86;;34,70;7,01;;3.438.005.276,00
RUSHB;69,17;0,91;9,89;2,00;0,90;20,62;7,01;4,93;4,98;9,40;2,45;0,70;0,49;7,99;-1,83;1,29;20,20;9,15;12,35;0,45;0,55;1,86;8,54;17,86;;34,70;7,01;;3.731.953.112,00
RUTH;21,42;1,40;17,40;4,93;1,37;26,05;9,31;7,66;9,57;14,29;-0,02;-0,01;1,33;-10,42;-1,55;0,46;28,32;7,89;26,50;0,28;0,72;1,03;4,05;5,09;;4,35;1,23;;688.286.718,00
RVI;3,00;;-3,58;0,95;0,44;57,96;-27,24;-17,12;;1,74;3,99;-1,68;0,61;;-0,44;;-26,41;-12,26;-42,32;0,46;0,54;0,72;-29,34;;;3,17;-0,84;;63.351.600,00
RVLV;14,53;;26,17;2,66;1,72;52,03;5,10;3,82;18,00;14,73;-4,88;-0,66;1,00;2,96;-13,89;2,97;10,18;6,57;10,18;0,65;0,35;1,72;22,48;61,47;;5,53;0,56;;1.081.602.048,00
RVMD;32,58;;-11,94;3,80;3,30;100,00;-1.004,78;-1.003,36;-11,81;-8,86;3,07;-0,98;119,84;4,19;-23,34;11,81;-31,82;-27,59;-31,91;0,87;0,13;0,03;;;;8,53;-2,71;;3.538.196.459,00
RVNC;18,14;;-4,51;60,22;2,70;61,52;-181,07;-191,93;-5,32;-5,00;-0,22;2,83;8,65;5,29;-7,38;5,12;-1.335,61;-59,87;-80,03;0,04;0,96;0,31;247,40;;;0,30;-4,07;;1.613.102.036,00
RVPH;4,22;;-4,28;17,42;7,81;;;;-4,28;-3,83;0,45;-1,83;;15,89;;1,97;-407,55;-182,74;-365,24;0,45;0,55;0,00;;;;0,26;-1,04;;100.793.835,00
RVPHW;1,12;;-1,08;4,39;1,97;;;;-1,08;-3,83;0,45;-1,83;;4,00;;1,97;-407,55;-182,74;-365,24;0,45;0,55;0,00;;;;0,26;-1,04;;100.793.835,00
RVSB;5,91;4,06;6,91;0,80;0,08;0,00;38,66;26,63;4,31;-8,99;-13,75;-2,32;1,84;;-0,08;;11,64;1,14;7,39;0,10;0,90;0,04;3,93;12,02;;7,35;0,86;;124.830.429,00
RVT;13,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RWLK;0,62;;-1,90;0,59;0,54;37,70;-325,44;-333,16;-1,97;1,30;3,24;-0,97;6,34;0,59;-17,68;17,22;-30,76;-28,33;-30,76;0,92;0,08;0,09;-6,60;;;1,06;-0,33;;37.160.940,00
RXN;64,95;;38,53;4,96;2,18;39,94;15,79;10,02;19,09;26,95;2,48;0,50;3,86;10,32;-3,20;2,99;12,86;5,67;9,02;0,44;0,56;0,57;0,18;14,61;;13,11;1,69;;7.867.003.800,00
RXT;2,51;;-0,40;17,12;0,12;23,69;-40,23;-44,32;-0,70;-3,22;-2,77;107,75;0,18;3,98;-0,15;1,18;-4.278,68;-29,26;-36,79;0,01;0,99;0,66;;;;0,15;-6,32;;546.205.242,00
RY;89,39;4,35;10,20;1,54;0,09;81,12;0,00;25,72;;;;-6,13;2,62;-0,91;-0,42;0,89;15,08;0,85;;0,06;0,94;0,03;4,67;5,43;;58,16;8,77;;124.394.732.300,00
RYAAY;98,41;;90,68;3,40;1,25;48,57;2,87;3,14;;94,61;-4,45;-0,15;2,85;42,31;-2,13;1,08;3,75;1,37;0,82;0,37;0,63;0,44;6,93;-3,41;;29,01;1,09;;22.495.444.164,00
RYAM;3,53;;-15,86;0,29;0,10;7,17;2,47;-0,87;1,31;22,14;16,56;0,85;0,14;0,70;-0,14;1,95;-1,80;-0,64;2,46;0,35;0,65;0,73;12,80;;;12,69;-0,23;;236.543.108,00
RYB;0,69;;1,69;0,27;0,06;18,31;-1,99;6,36;;16,31;21,72;-1,08;0,11;-0,39;-0,09;0,66;15,92;3,71;-13,13;0,23;0,77;0,58;;;;2,56;0,41;;19.370.646,00
RYI;29,12;2,25;8,71;1,18;0,40;17,19;3,29;2,08;4,15;7,49;1,99;0,43;0,18;1,37;-0,94;2,03;13,50;4,60;11,71;0,34;0,66;2,21;13,45;87,00;;24,96;3,37;;1.009.317.150,00
RYTM;25,68;;-8,36;8,36;4,91;88,16;-389,88;-416,40;-9,02;-7,45;1,48;-1,38;34,80;6,41;-58,43;6,16;-99,97;-58,80;-92,93;0,59;0,41;0,14;;;;3,09;-3,09;;1.523.094.925,00
RZA;24,99;3,10;2,13;0,21;0,02;18,53;7,40;4,62;1,33;9,69;2,32;0,37;0,10;;-0,02;;9,97;0,87;7,38;0,09;0,91;0,19;5,37;-19,32;;117,88;11,75;;9.186.225.132,00
RZB;24,62;5,83;2,10;0,21;0,02;18,53;7,40;4,62;1,31;9,69;2,32;0,37;0,10;;-0,02;;9,97;0,87;7,38;0,09;0,91;0,19;5,37;-19,32;;117,88;11,75;;9.186.225.132,00
RZLT;1,37;;-1,05;0,40;0,38;;;;-1,05;1,08;2,14;-0,81;;0,50;-1,77;24,05;-38,08;-36,13;-37,57;0,95;0,05;0,00;;;;3,46;-1,32;;50.822.088,00
SA;11,98;;-260,95;1,68;1,19;;;;;-87,68;2,81;-0,05;;5,21;-1,61;7,34;-0,64;-0,45;-1,44;0,71;0,29;0,00;;;;7,17;-0,05;;997.862.034,00
SABR;5,19;;-3,30;-1,56;0,35;18,27;-4,74;-18,68;19,04;-43,94;-30,96;;0,62;3,83;-0,48;1,50;-47,33;-10,53;-3,87;-0,22;1,22;0,56;-6,75;;;-3,30;-1,56;;1.708.184.424,00
SABRP;72,13;9,01;-46,25;-21,89;4,87;18,27;-4,74;-18,68;267,23;-43,94;-30,96;;8,64;53,69;-6,70;1,50;-47,33;-10,53;-3,87;-0,22;1,22;0,56;-6,75;;;-3,30;-1,56;;1.708.184.424,00
SAF;25,00;;;;;100,00;171,06;127,68;;4,60;4,60;1,12;;;;;18,26;8,25;11,18;0,45;0,55;0,06;;;;;;;0,00
SAFM;204,00;;5,28;1,93;1,61;25,61;20,15;15,34;3,41;3,30;-0,72;-0,35;0,81;3,49;-3,69;5,53;36,58;30,52;36,48;0,83;0,17;1,99;11,25;19,59;;105,65;38,65;;4.553.320.800,00
SAFT;70,46;5,10;29,41;1,31;0,52;5,81;5,40;4,12;19,26;22,90;0,49;0,03;1,21;;-0,52;;4,47;1,76;4,31;0,39;0,61;0,43;-1,01;-5,68;;53,66;2,40;;1.043.568.545,00
SAGE;19,75;;-2,00;1,20;1,09;92,65;-5.704,03;-5.704,03;-1,98;-0,31;1,69;-1,02;114,14;1,22;-64,83;10,99;-60,10;-54,66;-60,10;0,91;0,09;0,01;;;;16,44;-9,88;;1.183.904.703,00
SAH;52,65;2,08;-57,79;2,14;0,37;16,07;1,34;-0,23;5,95;27,11;17,22;3,73;0,13;6,41;-0,67;1,15;-3,71;-0,64;2,99;0,17;0,83;2,79;7,25;-0,98;;24,74;-0,92;;1.878.071.580,00
SAIA;413,31;;32,96;6,35;4,74;65,84;16,19;12,27;18,12;24,49;-0,48;-0,12;4,04;35,56;-6,30;2,17;19,25;14,38;19,15;0,75;0,25;1,17;14,73;31,43;;65,81;12,67;;11.080.386.978,00
SAIC;118,37;1,25;23,61;3,77;1,13;11,48;6,12;3,58;10,34;18,85;5,04;1,38;0,84;373,63;-1,45;1,01;15,95;4,78;9,49;0,30;0,70;1,34;10,73;14,14;;31,41;5,01;;6.351.772.560,00
SAII;8,98;;-2,60;38,73;1,12;;;;-2,56;-2,56;0,01;-0,11;;380,42;-1,12;3,11;-1.491,08;-43,03;-1.511,08;0,03;0,16;0,00;;;;0,23;-3,46;;193.631.250,00
SAIIU;10,16;;-2,94;43,82;1,26;;;;-2,90;-2,56;0,01;-0,11;;430,40;-1,27;3,11;-1.491,08;-43,03;-1.511,08;0,03;0,16;0,00;;;;0,23;-3,46;;193.631.250,00
SAIIW;1,38;;-0,40;5,95;0,17;;;;-0,39;-2,56;0,01;-0,11;;58,46;-0,17;3,11;-1.491,08;-43,03;-1.511,08;0,03;0,16;0,00;;;;0,23;-3,46;;193.631.250,00
