TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
IMAX;18,99;;232,55;3,84;1,27;53,59;8,58;1,27;11,58;39,73;5,33;0,59;2,95;-63,04;-2,93;0,97;1,65;0,55;3,32;0,33;0,67;0,43;-4,61;;;4,96;0,08;;1.038.328.101,00
IMBI;0,11;;-0,06;0,09;0,01;38,93;-5,05;-8,42;0,23;-6,08;-5,97;5,14;0,01;-0,08;-0,01;0,85;-143,54;-11,08;-13,42;0,08;0,92;1,32;-3,72;;;1,23;-1,76;;3.180.848,00
IMCC;0,68;;-0,25;0,06;0,05;22,82;-68,54;-55,77;;-0,39;-0,19;0,06;0,14;1,19;-0,06;1,18;-25,63;-18,03;-29,60;0,70;0,30;0,32;;;;10,50;-2,69;;9.107.988,00
IMGN;16,00;;-21,81;8,09;5,56;99,10;-93,17;-96,02;-22,70;-19,65;2,83;-1,02;20,95;6,90;-88,13;7,14;-37,08;-25,48;-31,75;0,69;0,31;0,27;-1,18;;;1,97;-0,73;;3.970.647.230,00
IMKTA;75,60;0,87;6,30;1,02;0,60;24,31;5,64;3,96;3,26;5,27;0,84;0,19;0,25;2,46;-0,95;2,86;16,22;9,49;12,74;0,58;0,42;2,39;7,25;38,32;;74,09;12,02;;1.438.066.024,00
IMMP;1,86;;-98,30;3,74;2,97;100,00;-101,91;-129,01;-124,44;-99,54;24,90;-0,75;126,81;3,98;-15,99;11,94;-3,81;-3,02;-2,81;0,79;0,21;0,02;0,53;;;0,50;-0,02;;166.124.598,00
IMMR;6,59;2,88;4,98;1,25;1,05;99,99;115,45;114,74;4,94;1,29;-3,67;-0,93;5,72;1,46;-6,17;7,69;25,12;21,09;25,12;0,84;0,16;0,18;1,90;;;5,27;1,32;;212.793.900,00
IMNM;8,29;;-3,79;10,61;2,39;100,00;-394,54;-394,54;-3,89;-2,32;1,47;-4,11;14,95;7,54;-51,90;1,50;-280,00;-63,10;-280,00;0,23;0,77;0,16;;;;0,77;-2,14;;99.084.300,00
IMOS;23,21;6,33;6,42;0,97;0,55;26,47;20,30;13,37;;4,78;0,55;0,13;0,86;2,59;-0,90;2,23;15,17;8,61;13,32;0,57;0,43;0,64;4,88;3,55;;23,93;3,63;;847.961.840,00
IMPX;9,39;;53,11;-14,42;1,17;;;;53,11;54,38;1,27;;;-59,89;-1,17;0,06;-27,15;2,20;-42,17;-0,08;0,08;0,00;;;;-0,65;0,18;;469.500.000,00
IMRA;6,32;;111,42;1,84;1,80;;;;72,21;49,24;-55,96;-0,98;;1,89;-71,37;48,98;1,65;1,62;1,65;0,98;0,02;0,00;;;;3,44;0,06;;165.798.248,00
IMRN;1,99;;;;;;;;;;;-0,95;;;;15,76;0,00;0,00;;0,93;0,07;0,00;-13,26;;;2,95;0,00;;11.333.050,00
IMRNW;0,07;;;;;;;;;;;-0,95;;;;15,76;0,00;0,00;;0,93;0,07;0,00;-13,26;;;2,95;0,00;;11.333.050,00
IMTE;0,21;;;;;;;;;;;0,08;;;;0,34;0,00;0,00;;0,56;0,44;0,00;-39,78;;;0,51;0,00;;4.137.560,00
IMTX;11,00;;34,82;6,69;2,27;100,00;8,74;16,00;;43,51;-20,20;-2,12;5,57;3,77;-25,91;2,95;19,22;6,52;9,59;0,34;0,66;0,41;;;;1,65;0,32;;890.004.753,00
IMTXW;3,35;;10,26;1,97;0,67;100,00;8,74;16,00;;43,51;-20,20;-2,12;1,64;1,11;-7,63;2,95;19,22;6,52;9,59;0,34;0,66;0,41;;;;1,65;0,32;;890.004.753,00
IMUX;1,44;;-0,51;0,93;0,72;;;;-0,51;0,10;0,61;-1,12;;0,94;-29,35;4,74;-183,26;-143,08;-183,26;0,78;0,22;0,00;;;;1,55;-2,85;;64.217.376,00
IMV;0,82;;-0,23;3,98;0,24;100,00;-30.977,78;-31.572,59;;-0,19;0,04;-0,73;71,14;0,35;-2,38;4,19;-1.764,93;-105,26;-131,57;0,06;0,94;0,00;17,64;;;0,21;-3,64;;9.603.512,00
IMVT;39,80;;-21,06;17,17;14,66;;;;-21,04;-19,68;1,35;-1,10;;17,24;-4.265,51;6,82;-81,54;-69,62;-81,78;0,85;0,15;0,00;;;;2,29;-1,87;;5.148.464.980,00
IMXI;16,87;;10,53;3,97;1,11;100,00;14,13;9,33;6,10;8,72;1,77;1,01;0,98;2,64;-4,36;2,29;37,71;10,54;14,50;0,28;0,72;1,13;20,47;;;4,26;1,61;;598.923.453,00
INAQ;10,65;;10,00;-12,83;3,06;;;;9,01;8,91;-0,09;;;-961,61;-3,23;0,94;-128,26;30,62;-135,37;-0,24;0,28;0,00;;;;-0,83;1,06;;94.237.590,00
INAQU;11,47;;10,77;-13,81;3,30;;;;9,70;8,91;-0,09;;;-1.035,65;-3,47;0,94;-128,26;30,62;-135,37;-0,24;0,28;0,00;;;;-0,83;1,06;;94.237.590,00
INAQW;0,02;;0,02;-0,02;0,01;;;;0,02;8,91;-0,09;;;-1,81;-0,01;0,94;-128,26;30,62;-135,37;-0,24;0,28;0,00;;;;-0,83;1,06;;94.237.590,00
INBK;16,29;1,83;9,13;0,40;0,03;0,00;16,10;7,23;3,41;-9,93;-14,04;-1,38;0,66;;-0,03;;4,42;0,32;3,48;0,07;0,93;0,04;13,35;18,48;;40,65;1,80;;142.965.360,00
INBKL;25,25;;14,06;0,62;0,04;0,00;16,10;7,23;5,26;-9,93;-14,04;-1,38;1,02;;-0,04;;4,42;0,32;3,48;0,07;0,93;0,04;13,35;18,48;;40,65;1,80;;142.965.360,00
INBKZ;21,50;6,98;11,97;0,53;0,04;0,00;16,10;7,23;4,47;-9,93;-14,04;-1,38;0,87;;-0,04;;4,42;0,32;3,48;0,07;0,93;0,04;13,35;18,48;;40,65;1,80;;142.965.360,00
INBX;18,33;;-4,69;-32,56;3,79;100,00;-24.398,83;-28.749,25;-5,76;-5,61;-0,08;;1.348,68;4,70;-82,02;6,49;-694,05;-80,78;-81,35;-0,12;1,12;0,00;;;;-0,57;-3,94;;807.861.700,00
INCY;58,61;;35,88;2,77;2,12;93,20;15,97;10,43;20,69;17,39;-6,04;-0,72;3,74;4,18;-6,76;3,81;7,73;5,90;7,73;0,76;0,24;0,57;17,18;;;21,16;1,64;;13.149.466.236,00
INDB;48,88;3,37;7,91;0,76;0,11;0,00;44,42;31,75;5,19;-1,11;-6,77;-0,90;2,51;;-0,11;;9,56;1,41;8,10;0,15;0,85;0,04;16,03;24,78;;64,69;6,18;;2.158.221.060,00
INFI;0,01;;-0,02;-0,02;0,04;100,00;-1.586,92;-1.593,93;-0,02;0,41;0,44;;0,35;0,12;-0,69;1,65;-109,47;-192,86;108,99;-1,76;2,76;0,12;-15,45;;;-0,41;-0,45;;907.611,00
INFN;3,99;;-11,85;5,01;0,54;34,06;-1,87;-4,83;14,90;-46,89;-16,35;2,68;0,57;2,10;-1,68;1,61;-42,33;-4,56;-5,90;0,11;0,89;0,94;16,26;;;0,79;-0,34;;900.887.486,00
INFO;108,61;;35,92;4,57;2,56;63,33;33,53;25,91;20,18;30,54;2,79;0,46;9,31;-49,40;-2,87;0,68;12,72;7,13;10,09;0,56;0,44;0,28;11,24;51,18;;23,78;3,02;;43.344.122.244,00
INFY;16,97;2,44;23,70;7,11;4,49;30,83;21,59;16,90;17,89;17,69;-0,87;-0,33;4,01;15,20;-10,92;2,01;30,00;18,95;27,16;0,63;0,37;1,12;10,73;3,71;;2,39;0,72;;70.232.819.226,00
ING;13,22;6,66;10,98;0,77;0,04;100,00;0,00;78,75;;;;-2,97;8,65;0,52;-0,44;1,10;6,96;0,37;;0,05;0,95;0,00;23,26;14,55;;17,28;1,20;;46.423.426.032,00
INGN;5,36;;-1,29;0,45;0,33;39,24;-27,44;-27,57;-1,65;0,48;1,78;-0,62;0,36;0,59;-1,18;4,53;-35,04;-25,72;-35,04;0,73;0,27;0,93;8,63;;;11,85;-4,15;;124.322.520,00
INGR;98,25;2,89;11,32;1,92;0,86;20,12;10,49;6,99;6,02;10,09;2,55;0,65;0,79;4,08;-1,52;1,93;17,00;7,55;11,66;0,44;0,54;1,08;4,94;-1,06;;51,06;8,68;;6.498.294.300,00
INM;0,69;;-0,15;0,19;0,16;3,55;-660,98;-661,50;-0,15;0,48;0,62;-0,78;0,98;0,24;-0,80;5,22;-124,95;-105,08;-124,95;0,84;0,16;0,16;;;;3,72;-4,65;;2.296.458,00
INMB;7,02;;-4,76;2,50;1,81;100,00;-9.532,26;-9.532,26;-4,80;-3,52;1,24;-0,65;453,45;3,20;-7,39;4,03;-52,50;-38,15;-40,62;0,73;0,27;0,00;;;;2,81;-1,48;;126.512.334,00
INMD;30,97;;14,60;5,07;4,45;83,92;44,55;40,93;;10,89;-2,53;-0,96;5,98;5,09;-171,83;9,74;34,72;30,48;34,77;0,88;0,12;0,74;53,41;78,88;;6,11;2,12;;2.577.682.652,00
INO;0,37;;-0,59;0,59;0,43;100,00;-1.794,45;-1.750,84;-0,58;0,46;1,03;-1,05;10,31;0,66;-3,33;3,91;-99,44;-72,28;-92,77;0,73;0,27;0,04;-24,64;;;0,63;-0,63;;99.187.713,00
INOD;8,21;;-28,27;11,25;4,50;33,54;-9,51;-10,77;-78,81;-31,18;0,85;-0,30;3,04;51,85;-9,03;1,21;-39,79;-15,92;-28,97;0,40;0,60;1,48;5,33;;;0,73;-0,29;;232.332.327,00
INOV;41,06;;126,40;8,31;3,21;73,12;12,89;6,73;29,28;74,27;8,29;1,04;8,50;29,83;-3,94;2,40;6,57;2,54;5,29;0,39;0,61;0,38;8,83;-19,31;;4,94;0,32;;6.374.413.078,00
INPX;0,12;;-0,15;1,03;0,28;74,08;-329,69;-290,13;-0,16;-0,11;0,03;-0,22;0,45;576,35;-1,28;1,00;-668,23;-184,43;-298,19;0,28;0,72;0,64;37,61;;;0,12;-0,78;;8.645.220,00
INSE;11,56;;17,10;-6,05;0,86;72,69;16,14;5,94;3,50;11,53;5,24;;1,02;4,73;-1,59;1,66;-35,39;5,04;18,04;-0,14;1,14;0,85;18,42;;;-1,91;0,68;;304.451.096,00
INSG;0,40;;-1,16;-0,66;0,30;31,29;-13,96;-17,85;-8,32;-6,12;-4,64;;0,21;2,04;-0,62;1,41;-57,07;-26,29;-35,62;-0,46;1,46;1,47;2,27;;;-0,61;-0,35;;46.749.200,00
INSI;14,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSM;25,77;;-5,33;-23,79;2,58;78,86;-235,24;-258,22;-6,02;-6,24;-0,40;;13,75;4,37;-9,58;5,15;-446,78;-48,35;-62,61;-0,11;1,11;0,19;;;;-1,08;-4,84;;3.705.726.000,00
INSP;200,47;;-142,80;11,08;9,49;83,64;-7,53;-7,81;-157,32;-136,26;11,79;-0,88;11,15;11,89;-100,83;8,40;-7,76;-6,64;-7,64;0,86;0,14;0,85;70,19;;;18,04;-1,40;;5.865.086.501,00
INSW;45,17;19,02;3,36;1,36;0,83;100,00;62,89;57,03;2,60;4,05;1,00;0,45;1,92;7,08;-1,05;2,26;40,63;24,79;27,92;0,61;0,39;0,43;24,41;;;33,14;13,46;;2.210.787.712,00
INT;22,83;1,23;12,82;0,71;0,19;1,90;0,46;0,19;3,77;8,08;2,83;0,38;0,02;3,08;-0,49;1,11;5,51;1,48;8,13;0,27;0,73;7,90;11,87;;;32,32;1,78;;1.418.407.353,00
INTA;33,25;;-32,90;6,69;3,63;68,23;-19,88;-19,79;-45,86;-30,86;1,88;-0,38;6,51;-506,49;-6,11;0,98;-20,35;-11,04;-20,59;0,54;0,46;0,56;;;;4,93;-1,00;;2.284.250.693,00
INTC;35,19;2,77;18,48;1,46;0,81;42,61;4,23;12,71;;60,60;5,14;0,14;2,35;8,11;-1,12;1,57;7,90;4,40;1,69;0,56;0,44;0,35;0,09;-3,55;;24,22;1,91;;148.087.680.000,00
INTG;32,48;;-25,99;-1,14;0,57;26,46;13,58;-4,58;5,40;31,01;22,25;;1,19;;-0,57;;-4,38;-2,21;4,81;-0,50;1,50;0,48;-7,31;;;-28,53;-1,25;;71.667.120,00
INTR;3,96;;-575,36;1,09;0,19;68,00;0,00;-0,55;107,96;;;-0,58;3,18;-3,49;-0,47;0,92;-0,19;-0,03;;0,17;0,83;0,06;;;;3,60;-0,01;;1.579.361.283,00
INTU;512,61;0,61;60,39;8,34;5,18;79,26;22,53;16,59;35,61;45,23;0,76;0,14;10,02;81,47;-6,48;1,47;13,81;8,58;11,25;0,62;0,38;0,52;18,98;12,40;;61,62;8,51;;143.960.897.365,00
INTZ;0,33;;-0,46;-0,72;1,58;66,04;-206,94;-249,07;-0,71;-1,40;-0,85;;1,15;-0,53;-1,98;0,06;-154,76;-341,52;-1.110,54;-2,21;3,21;1,37;1,87;;;-0,45;-0,69;;7.402.880,00
INVA;13,22;;3,70;1,55;0,77;88,60;98,69;80,35;2,72;3,96;0,95;0,49;2,97;3,04;-1,09;8,21;42,04;20,87;21,50;0,50;0,50;0,26;8,81;9,78;;8,53;3,58;;862.548.500,00
INVE;8,18;;-63,27;2,56;1,70;36,20;-2,33;-2,60;-856,43;-62,38;8,25;-0,30;1,65;3,87;-6,26;2,53;-4,04;-2,69;-3,75;0,67;0,33;1,03;13,40;;;3,21;-0,13;;190.126.956,00
INVO;0,84;;-0,20;-1,21;0,31;63,38;-820,14;-858,88;-0,23;-0,23;-0,02;;1,75;-0,57;-0,36;0,19;-592,90;-152,27;670,23;-0,26;1,26;0,18;23,86;;;-0,70;-4,13;;2.057.748,00
INZY;4,23;;-3,85;2,47;1,73;;;;-3,73;-2,25;1,60;-1,03;;1,99;-35,57;11,89;-64,31;-44,99;-49,39;0,70;0,30;0,00;;;;1,71;-1,10;;261.116.631,00
IO;0,34;;-0,23;-0,15;0,05;32,41;-19,38;-42,05;;-5,86;-5,37;;0,10;-0,24;-0,09;0,64;-66,79;-23,22;-46,87;-0,35;1,35;0,55;-11,15;;;-2,24;-1,50;;10.069.780,00
IONQ;15,40;;-27,44;5,96;5,41;72,08;-694,48;-694,48;-28,01;-24,14;3,30;-0,72;190,59;8,49;-16,82;16,56;-21,73;-19,71;-21,73;0,91;0,09;0,03;;;;2,58;-0,56;;3.119.969.160,00
IONS;46,28;;-21,51;15,52;2,24;98,56;-38,14;-49,01;-29,63;-23,19;4,45;-2,50;10,54;2,85;-18,76;9,09;-72,15;-10,40;-15,38;0,14;0,86;0,21;2,70;;;2,99;-2,16;;6.647.469.156,00
IOSP;103,09;1,30;20,37;2,36;1,60;30,08;8,78;6,27;11,95;13,61;-0,94;-0,15;1,28;5,25;-3,40;2,34;11,56;7,84;11,66;0,68;0,32;1,25;8,49;16,57;;43,92;5,08;;2.572.139.040,00
IOVA;4,52;;-2,67;1,94;1,48;-761,34;-176.181,51;-175.981,09;-2,83;-2,07;0,60;-0,43;4.705,68;6,01;-2,32;3,10;-72,39;-55,31;-72,43;0,76;0,24;0,00;;;;2,34;-1,69;;1.119.950.684,00
IP;35,29;5,24;11,74;1,45;0,52;28,35;6,99;5,14;5,06;13,93;5,30;0,89;0,60;5,07;-0,71;1,59;12,38;4,39;6,42;0,35;0,65;0,85;-0,54;-6,85;;24,29;3,01;;12.210.308.239,00
IPAR;134,90;1,76;29,34;6,46;3,19;63,80;19,96;12,13;16,21;17,77;-0,06;-0,02;3,56;8,95;-8,17;2,41;22,01;10,88;22,59;0,49;0,51;0,90;12,94;23,80;;20,90;4,60;;4.313.521.930,00
IPDN;2,68;;-6,58;8,01;3,48;45,25;-59,84;-56,90;-7,07;-5,79;0,47;-0,60;3,74;-40,94;-6,49;0,84;-121,71;-52,94;-128,33;0,43;0,56;0,93;-12,36;;;0,33;-0,41;;29.436.048,00
IPG;28,92;4,22;11,84;3,02;0,65;15,99;12,97;8,70;6,45;8,98;1,04;0,40;1,03;38,97;-1,31;1,03;25,51;5,50;17,03;0,22;0,78;0,63;3,85;11,09;;9,58;2,44;;11.132.311.524,00
IPGP;102,41;;45,84;2,02;1,80;36,93;13,28;7,73;18,60;20,63;-6,03;-0,46;3,54;2,86;-6,28;8,43;4,41;3,92;4,43;0,89;0,11;0,51;0,29;-20,57;;50,64;2,23;;4.850.854.470,00
IPHA;2,64;;;;;;;;;;;-0,99;;;;1,73;0,00;0,00;;0,40;0,60;0,00;3,09;;;1,58;0,00;;212.514.720,00
IPHI;172,27;;-154,76;26,14;9,17;54,34;-2,94;-8,75;67,49;-475,51;-14,79;0,84;13,54;44,16;-15,20;2,10;-16,89;-5,93;-3,00;0,35;0,65;0,68;28,79;;;6,59;-1,11;;9.246.199.129,86
IPI;24,77;;12,56;0,45;0,41;27,20;11,90;8,37;4,31;8,32;-0,52;-0,03;1,05;2,81;-0,51;4,02;3,57;3,25;3,57;0,91;0,09;0,39;13,67;;;55,16;1,97;;325.377.000,00
IPLDP;24,99;;;;;44,51;23,16;17,93;;7,25;7,25;0,83;;;;1,32;8,82;3,57;5,64;0,40;0,60;0,20;;;;;;;0,00
IPOC;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPOD;10,03;;18,19;-22,43;1,25;;;;18,19;18,18;-0,01;;;-309,90;-1,25;0,15;-123,32;6,88;-123,32;-0,06;0,06;0,00;;;;-0,45;0,55;;576.725.000,00
IPOD.U;10,03;;18,19;-22,43;1,25;;;;18,19;18,18;-0,01;;;-309,90;-1,25;0,15;-123,32;6,88;-123,32;-0,06;0,06;0,00;;;;-0,45;0,55;;576.725.000,00
IPOD.WS;0,00;;;;;;;;;18,18;-0,01;;;;;0,15;-123,32;6,88;-123,32;-0,06;0,06;0,00;;;;-0,45;0,55;;576.725.000,00
IPOE;20,15;;-405,52;101,38;4,35;;;;;-376,52;29,00;-7,25;;101,38;;1,04;-25,00;-1,07;-25,00;0,04;0,96;0,00;;;;0,20;-0,05;;2.027.593,75
IPOE.U;21,98;;-442,35;110,59;4,75;;;;;-376,52;29,00;-7,25;;110,59;;1,04;-25,00;-1,07;-25,00;0,04;0,96;0,00;;;;0,20;-0,05;;2.027.593,75
IPOE.WS;7,20;;-144,90;36,23;1,55;;;;;-376,52;29,00;-7,25;;36,23;;1,04;-25,00;-1,07;-25,00;0,04;0,96;0,00;;;;0,20;-0,05;;2.027.593,75
IPOF;10,03;;23,30;-22,74;1,25;;;;23,30;23,30;0,00;;;-352,69;-1,25;0,05;-97,59;5,37;-97,59;-0,06;0,06;0,00;;;;-0,44;0,43;;1.441.812.500,00
IPOF.U;10,03;;23,30;-22,74;1,25;;;;23,30;23,30;0,00;;;-352,69;-1,25;0,05;-97,59;5,37;-97,59;-0,06;0,06;0,00;;;;-0,44;0,43;;1.441.812.500,00
IPOF.WS;0,00;;;;;;;;;23,30;0,00;;;;;0,05;-97,59;5,37;-97,59;-0,06;0,06;0,00;;;;-0,44;0,43;;1.441.812.500,00
IPV;13,04;;-0,43;0,08;0,00;;;;;-0,30;-0,14;0,07;;-0,31;0,00;0,01;-18,66;-0,38;-50,69;0,02;0,01;0,00;;;;161,00;-30,04;;404.957,20
IPWR;9,92;;-7,01;4,11;3,58;14,63;-5.123,78;-5.123,78;-7,20;-5,50;1,51;-0,88;359,21;4,66;-19,31;16,91;-58,62;-51,00;-58,62;0,87;0,13;0,01;;;;2,41;-1,42;;58.909.920,00
IQ;4,64;;-5,93;4,08;0,65;11,71;-11,28;-15,89;;-10,74;-2,39;1,17;0,94;-2,84;-0,88;0,54;-68,84;-10,90;-17,21;0,16;0,84;0,69;9,34;;;1,14;-0,78;;4.439.059.696,00
IQI;8,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IQV;197,68;;33,22;6,33;1,40;34,82;13,06;7,47;11,93;25,39;6,41;2,14;2,48;-29,99;-1,76;0,81;19,07;4,21;8,44;0,22;0,78;0,56;8,23;-3,10;;31,39;5,99;;36.412.038.132,00
IR;64,19;0,12;37,03;2,77;1,73;40,14;15,64;10,89;17,89;27,32;1,54;0,16;4,03;12,38;-2,30;2,29;7,47;4,68;6,80;0,63;0,37;0,43;20,02;101,07;;23,28;1,74;;26.035.239.810,00
IRBT;39,42;;-5,76;2,30;1,31;29,35;-16,05;-13,92;;-4,46;0,54;-0,25;0,80;4,70;-3,55;1,78;-39,82;-22,68;-55,27;0,57;0,43;1,63;6,01;;;17,18;-6,84;;1.091.784.204,00
IRCP;2,50;;0,08;0,39;0,18;99,60;59,30;34,81;;0,09;0,04;0,29;0,03;3,02;-0,20;1,89;468,43;209,32;458,51;0,45;0,55;6,01;-67,27;;;6,35;29,76;;338.268.750,00
IRDM;45,34;0,86;-289,74;5,69;2,05;71,01;5,43;-2,53;14,62;167,73;32,71;1,38;7,32;39,37;-2,26;2,16;-1,96;-0,71;1,16;0,36;0,64;0,28;9,98;-48,20;;8,00;-0,16;;5.686.055.329,00
IRIX;2,10;;-4,14;1,98;0,81;43,25;-13,84;-14,28;;-2,53;1,75;-0,81;0,59;1,46;-5,22;2,87;-47,72;-19,44;-46,63;0,41;0,59;1,36;6,49;;;1,06;-0,51;;34.081.110,00
IRL;10,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRMD;45,10;2,33;38,70;8,24;6,98;76,27;31,05;24,53;30,39;28,11;-2,47;-0,66;9,49;9,72;-37,05;8,71;21,29;18,04;21,28;0,85;0,15;0,74;18,22;91,35;;5,47;1,17;;568.381.770,00
IROQ;14,70;2,72;10,58;0,69;0,06;0,00;23,07;12,89;5,41;-16,44;-22,35;-2,60;1,36;;-0,06;;6,49;0,55;6,60;0,08;0,92;0,04;6,10;21,81;;21,39;1,39;;49.312.620,00
IRR;3,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRS;6,06;12,47;1,78;0,36;0,16;62,24;81,55;107,69;;1,65;-0,70;-0,11;1,92;-1,78;-0,18;0,51;20,36;9,27;12,80;0,46;0,54;0,09;-44,36;7,31;;16,74;3,41;;491.539.932,00
IRTC;95,98;;-29,57;13,11;6,83;68,91;-21,09;-21,95;-35,35;-29,42;1,36;-0,58;6,49;19,22;-15,67;2,71;-44,33;-23,11;-37,03;0,52;0,48;1,05;32,90;;;7,32;-3,25;;2.934.828.450,00
IRWD;9,57;;-1,63;-4,32;2,48;100,00;-201,69;-214,68;-1,74;-2,45;-0,72;;3,49;122,30;-5,23;1,04;-265,34;-152,07;-207,86;-0,57;1,57;0,71;6,60;;;-2,22;-5,88;;1.493.199.444,00
ISBC;13,87;;11,02;1,18;0,12;0,00;51,69;31,87;6,09;4,98;-1,82;-0,31;3,51;;-0,12;;10,66;1,13;6,07;0,11;0,89;0,04;3,43;10,28;;11,80;1,26;;3.454.166.769,00
ISD;11,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISEE;39,95;;-24,69;11,54;8,97;;;;-24,57;-22,44;2,26;-1,05;;9,62;-2.953,01;15,53;-46,73;-36,34;-38,83;0,78;0,22;0,00;;;;3,46;-1,62;;5.504.418.865,00
ISIG;7,73;;1,19;0,92;0,63;19,39;44,77;45,65;1,21;0,28;-0,94;-0,71;0,55;0,92;-71,26;3,26;77,14;53,04;74,18;0,69;0,31;1,16;-6,59;;;8,39;6,47;;13.896.221,00
ISNS;6,44;;15,11;1,70;1,64;77,93;17,08;17,74;10,94;11,99;-3,70;-0,40;2,68;3,02;-3,89;15,48;11,26;10,83;10,38;0,96;0,04;0,61;-2,84;;;3,79;0,43;;34.825.588,00
ISRG;296,39;;73,17;8,78;7,50;66,74;25,79;21,38;48,89;57,30;-3,37;-0,49;15,64;16,06;-17,76;5,22;12,00;10,25;12,19;0,85;0,15;0,48;14,67;14,53;;33,81;4,06;;104.260.993.678,00
ISSC;7,39;;25,88;3,61;2,07;60,76;22,81;17,18;18,51;22,11;2,63;0,49;4,45;7,27;-3,55;3,18;13,96;8,01;8,96;0,57;0,43;0,47;10,57;3,87;;2,05;0,29;;129.282.270,00
ISTR;10,86;3,53;4,03;0,49;0,04;0,00;36,90;20,59;2,07;-2,45;-4,70;-1,02;0,83;;-0,04;;12,16;0,96;8,62;0,08;0,92;0,05;16,55;34,21;;22,21;2,70;;107.160.080,00
IT;346,66;;29,65;46,72;3,73;68,43;22,59;16,08;18,36;22,09;0,99;2,19;4,77;-62,55;-6,15;0,87;157,57;12,56;34,18;0,08;0,92;0,78;10,58;200,82;;7,44;11,72;;27.402.792.528,00
ITAC;8,20;;2.205,05;-5,10;1,03;;;;2.205,05;2.204,88;-0,17;;;4.410,10;-1,03;1,12;-0,23;0,05;-0,23;-0,20;0,20;0,00;;;;-1,61;0,00;;79.381.740,00
ITACU;9,94;;2.672,95;-6,18;1,25;;;;2.672,95;2.204,88;-0,17;;;5.345,90;-1,25;1,12;-0,23;0,05;-0,23;-0,20;0,20;0,00;;;;-1,61;0,00;;79.381.740,00
ITACW;0,87;;233,95;-0,54;0,11;;;;233,95;2.204,88;-0,17;;;467,90;-0,11;1,12;-0,23;0,05;-0,23;-0,20;0,20;0,00;;;;-1,61;0,00;;79.381.740,00
ITCB;3,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITCI;53,97;;-28,13;8,54;7,27;92,74;-50,36;-50,40;-27,89;-25,36;2,79;-0,85;14,18;8,56;-333,96;7,58;-30,37;-25,84;-30,37;0,85;0,15;0,51;299,49;;;6,32;-1,92;;5.186.063.652,00
ITGR;79,91;;37,38;1,84;0,93;25,91;9,18;4,77;11,48;26,38;6,96;0,66;1,78;6,40;-1,19;3,08;4,93;2,49;5,08;0,51;0,49;0,52;3,91;-0,09;;43,40;2,14;;2.661.650.271,00
ITI;4,23;;-22,99;2,75;1,53;29,33;-4,51;-4,74;-48,38;-21,45;2,71;-0,31;1,09;6,39;-3,76;1,67;-11,95;-6,64;-11,97;0,56;0,44;1,40;8,51;;;1,54;-0,18;;180.797.391,00
ITIC;143,70;3,37;11,22;1,10;0,82;59,45;12,15;9,56;8,28;4,25;-4,58;-0,57;1,07;;-0,82;;9,79;7,32;9,79;0,75;0,25;0,77;-45,81;-42,94;;130,78;12,80;;271.679.220,00
ITMR;30,87;;;;;;;;;;;-0,15;;;;1,62;0,00;0,00;;0,36;0,64;0,00;;;;0,41;0,00;;506.913.183,00
ITOS;11,17;;-14,07;0,64;0,57;100,00;-31,00;-33,04;-12,15;7,24;22,23;-0,95;4,65;0,68;-4,48;20,47;-4,56;-4,04;-4,51;0,89;0,11;0,12;;;;17,43;-0,79;;399.683.823,00
ITRI;59,87;;70,34;2,26;1,09;30,73;2,36;2,01;24,54;64,78;4,86;0,18;1,41;6,64;-1,78;1,73;3,21;1,55;2,64;0,48;0,52;0,77;-2,31;;;26,51;0,85;;2.721.702.174,00
ITRM;0,69;;-0,16;1,26;0,18;;;;-0,18;0,07;0,23;-1,78;;0,24;-2,67;4,40;-790,17;-110,41;-141,25;0,14;0,86;0,00;;;;0,55;-4,32;;8.998.290,00
ITRN;29,85;2,41;17,48;4,18;2,09;46,81;20,20;12,20;;10,04;-0,51;-0,20;2,13;10,92;-4,38;1,57;23,92;11,93;30,38;0,50;0,50;0,98;4,55;-3,26;;7,14;1,71;;600.238.725,00
ITT;98,82;1,14;22,16;3,62;2,15;30,87;15,54;12,28;;17,28;-0,24;-0,05;2,72;12,49;-4,18;1,55;16,32;9,71;13,83;0,59;0,41;0,79;2,94;26,45;;27,38;4,47;;8.132.826.000,00
